"","X.1","X","pID","eID","oID","internalID","Effect.description","origDirection","Observed.difference.in.replication.","origN","repN","testReported","What.statistical.test.was.reported.","Statistical.test.applied.to.original.data","Original.test.statistic.type","Original.test.statistic.value","Original.df1","Original.df2","Original.p.value","Replication.statistical.test","Replication.test.statistic.type","Replication.test.statistic.value","Replication.df1","Replication.df2","Replication.p.value","Was.original.data.representative.","origRawDiff","Replication.raw.difference..if.original.reported.representative.data.","Replication.raw.difference.type..mean.or.median.","Replication.raw.diference.standard.error","Replication.raw.difference.lower.CI","Replication.raw.difference.upper.CI","Effect.size.type","Original.effect.size","Original.standard.error","Original.lower.CI","Original.upper.CI","Replication.effect.size","Replication.standard.error","Replication.lower.CI","Replication.upper.CI","Meta.analysis.effect.size","Meta.analysis.lower.CI","Meta.analysis.upper.CI","Meta.analysis.p.value","repDirection","Statistical.test.applied.to.original.data..SMD.","Original.test.statistic.type..SMD.","Original.test.statistic.value..SMD.","origdf1","origdf2","origPval","Replication.statistical.test..SMD.","Replication.test.statistic.type..SMD.","Replication.test.statistic.value..SMD.","repdf1","repdf2","repPval","repRawDiff","Replication.raw.difference.type..mean.or.median...SMD.","Replication.raw.diference.standard.error..SMD.","Replication.raw.difference.lower.CI..SMD.","Replication.raw.difference.upper.CI..SMD.","EStype","origES","origSE","origESLo","origESHi","repES","repSE","repESLo","repESHi","Meta.analysis.effect.size..SMD.","Meta.analysis.lower.CI..SMD.","Meta.analysis.upper.CI..SMD.","Meta.analysis.p.value..SMD.","Notes.x","Original.paper.figure","Was.experiment.originally.identified.by.RP.CB.team","Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.","Did.the.experiment.protocol.get.submitted.to.eLife","Did.the.experiment.protocol.get.accepted.and.published.in.eLife","infoNeeded","infoQuality","Data.shared.by.original.authors","Code.shared.by.original.authors","Key.materials.asked.to.be.shared","materialsSharedProse","Key.materials.shared","expType","What.types.of.experimental.techniques.were.utilized.","What.category.of.experimental.techniques.were.utilized.","Number.of.lab.s..contracted.for.the.experiment","labsContracted","Registered.Report.protocol","Experiment.description","Original.sample.number..reported.","Replication.sample.number..power.","Replication.sample.number..reported.","Replication.experiment.attempted","Replication.experiment.completed","If.experiment.incomplete..why.","changesNeededRaw","If.modifications.were.needed.for.experiment.to.proceed..what.were.they.","changesSuccess","If.modifications.unable.to.be.fully.implemented..why.","Replication.study.figure","Were.materials.shippped.between.replicating.labs.","If.a.material.was.shipped.between.replicating.labs..what.was.it.","Was.the.original.experiment.blinded.","Was.the.replication.experiment.blinded.","Was.the.original.experiment.randomized.","Was.the.replication.experiment.randomized.","Was.the.original.experiment.sample.size.determined.a.priori.","Was.the.replication.experiment.sample.size.determined.a.priori.","Was.a.statistical.test.reported.in.the.original.paper..y","What.statistical.test.s..was.reported.","Was.variation.of.biological.repeats.reported.in.the.original.experiment.","Notes.y","Original.paper.title","Year","Original.paper.journal","Number.of.original.authors","OSF.project.link","Draft.protocol.shared.with.original.authors.date","Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team","Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife","Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife","Actual.budget.at.completion.of.replication.attempt","Registered.Report.submission.date","Registered.Report.acceptance.date","Link.to.Registered.Report","Experimental.work.start.date","Experimental.work.end.date","Replication.study.fully.completed","If.Replication.study.incomplete..why.","Replication.study.submission.date","Replication.study.acceptance.date","Link.to.Replication.study","Did.original.authors.respond.to.any.emails.","Did.the.original.paper.have.a.potential.conflict.of.issue.statement.","Did.the.replication.study.have.a.potential.conflict.of.issue.statement.","Number.of.lab.s..contracted.for.the.entire.paper","Contracted.lab.s..for.the.entire.paper","Notes","repSignif","origSignif","changes","changes_a..GTE.moderate.success","changes_b..LT.moderate.success","changes_c..No.changes.needed","materialsShared","materialsShared_a.No","materialsShared_b.Yes","materialsShared_c..Not.requested","hasCROLab","hasCoreLab","expAnimal","quantPair","peoID","nInternal","peID","origES2","ES2type","origESLo2","origESHi2","repES2","repESLo2","repESHi2","origSE2","repSE2","origVar2","repVar2","origES3","origESLo3","origESHi3","repES3","repESLo3","repESHi3","origSE3","repSE3","origVar3","repVar3","discrep","badCI"
"309",309,309,48,2,4,2,"Silent gene expression at 0 hr vs 1 hr","Null","Positive",514,573,"Yes","Mann-Whitney","Wilcoxon signed-rank test","z",-1.997519,NA,NA,0.04570119,"Wilcoxon signed-rank test","z",7.050108,NA,NA,9.290933e-13,"No",NA,NA,NA,NA,NA,NA,"r",-0.08532978,0.06074567,-0.20178932,0.03350899,0.2084408,0.04192218,0.1286578,0.2855429,0.2230375,0.1730249,0.2719028,1.349897e-17,"Positive","paired t test","t",1.856759,NA,513,0.06391849,"paired t test","t",4.18285,NA,572,3.330956e-05,NA,NA,NA,NA,NA,"Cohen's dz",0.08189812,0.04418201,-0.004737013,0.1684537,0.174741,0.04209329,0.09216364,0.2571679,0.1581466,0.1098091,0.2064841,1.43206e-10,"during correspondence with original authors this reported test results were between 0 hr and 24 hr, not 0 hr and 1 hr as reported in the original study","3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,FALSE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o4",2,"p48e2",0.08189812,"Cohen's dz",-0.004737013,0.1684537,0.174741,0.09216364,0.2571679,0.04418201,0.0420936969509472,0.0019520500076401,0.00177187932299818,0.08189812,-0.004737013,0.1684537,0.174741,0.09216364,0.2571679,0.0441821161934878,0.0420936969509472,0.00195205939133486,0.00177187932299818,3.9776500000005e-05,FALSE
"310",310,310,48,2,5,1,"Silent gene expression at 0 hr vs 24 hr","Null","Positive",514,580,"No",NA,"Wilcoxon signed-rank test","z",3.178593,NA,NA,0.001439705,"Wilcoxon signed-rank test","z",8.328297,NA,NA,2.223166e-17,"No",NA,NA,NA,NA,NA,NA,"r",0.1352899,0.06052275,0.0175003,0.2493756,0.2447383,0.04166667,0.1665761,0.319844,0.2225988,0.1725949,0.2714582,1.528497e-17,"Positive","paired t test","t",3.968119,NA,513,8.276394e-05,"paired t test","t",4.250382,NA,579,2.487183e-05,NA,NA,NA,NA,NA,"Cohen's dz",0.1750262,0.04444463,0.08783136,0.262053,0.1764875,0.04184483,0.09439724,0.2584276,0.1718907,0.1235327,0.2202487,3.242607e-12,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o5",2,"p48e2",0.1750262,"Cohen's dz",0.08783136,0.262053,0.1764875,0.09439724,0.2584276,0.04444463,0.0418452485080977,0.0019753251358369,0.00175102482270446,0.1750262,0.08783136,0.262053,0.1764875,0.09439724,0.2584276,0.0444451126077413,0.0418452485080977,0.0019753680347148,0.00175102482270446,8.4020000000018e-05,FALSE
"311",311,311,48,2,5,2,"Silent gene expression at 0 hr vs 24 hr","Null","Positive",514,573,"No",NA,"Wilcoxon signed-rank test","z",3.178593,NA,NA,0.001439705,"Wilcoxon signed-rank test","z",8.156247,NA,NA,1.030355e-16,"No",NA,NA,NA,NA,NA,NA,"r",0.1352899,0.06052275,0.0175003,0.2493756,0.2411445,0.04192218,0.162373,0.3168619,0.2225988,0.1725949,0.2714582,1.528497e-17,"Positive","paired t test","t",3.968119,NA,513,8.276394e-05,"paired t test","t",3.936256,NA,572,9.295562e-05,NA,NA,NA,NA,NA,"Cohen's dz",0.1750262,0.04444463,0.08783136,0.262053,0.1644395,0.04205706,0.08193748,0.2467996,0.1718907,0.1235327,0.2202487,3.242607e-12,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o5",2,"p48e2",0.1750262,"Cohen's dz",0.08783136,0.262053,0.1644395,0.08193748,0.2467996,0.04444463,0.0420574360805636,0.0019753251358369,0.00176882792967069,0.1750262,0.08783136,0.262053,0.1644395,0.08193748,0.2467996,0.0444451126077413,0.0420574360805636,0.0019753680347148,0.00176882792967069,8.4020000000018e-05,FALSE
"312",312,312,48,2,6,1,"Silent gene expression at 1 hr vs 24 hr","Null","Null-positive",514,580,"No",NA,"Wilcoxon signed-rank test","z",5.805936,NA,NA,4.106239e-09,"Wilcoxon signed-rank test","z",0.6853251,NA,NA,0.4934609,"No",NA,NA,NA,NA,NA,NA,"r",0.2672399,0.06551218,0.1444696,0.3819071,0.02012184,0.04163054,-0.06139251,0.10136955,0.1086699,0.05628075,0.16046232,5.058386e-05,"Positive","paired t test","t",3.833598,NA,513,0.0001419707,"paired t test","t",3.829983,NA,579,0.0001421408,NA,NA,NA,NA,NA,"Cohen's dz",0.1690928,0.04442228,0.08194452,0.2560784,0.1590314,0.04178445,0.07706687,0.2408602,0.1617462,0.1134286,0.2100637,5.340937e-11,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o6",2,"p48e2",0.1690928,"Cohen's dz",0.08194452,0.2560784,0.1590314,0.07706687,0.2408602,0.04442228,0.0417847805602503,0.0019733389603984,0.00174596788646827,0.1690928,0.08194452,0.2560784,0.1590314,0.07706687,0.2408602,0.0444227244412514,0.0417847805602503,0.00197337844678336,0.00174596788646827,8.13399999999853e-05,FALSE
"313",313,313,48,2,6,2,"Silent gene expression at 1 hr vs 24 hr","Null","Positive",514,573,"No",NA,"Wilcoxon signed-rank test","z",5.805936,NA,NA,4.106239e-09,"Wilcoxon signed-rank test","z",4.436411,NA,NA,8.34691e-06,"No",NA,NA,NA,NA,NA,NA,"r",0.2672399,0.06551218,0.1444696,0.3819071,0.1310507,0.04188539,0.04967402,0.21069895,0.1086699,0.05628075,0.16046232,5.058386e-05,"Positive","paired t test","t",3.833598,NA,513,0.0001419707,"paired t test","t",3.780088,NA,572,0.0001732335,NA,NA,NA,NA,NA,"Cohen's dz",0.1690928,0.04442228,0.08194452,0.2560784,0.1579154,0.04203523,0.07545902,0.2402354,0.1617462,0.1134286,0.2100637,5.340937e-11,NA,"3F,Table S1","Yes","Yes","Yes","Yes",1,5,3,2,"Cells","Cells","Cells","Cell-based","cell culture,cell counting assay (C-chip),NanoString hybridization and analysis","cell,molecular",2,"Core13,Core19","1,3,4","Digital gene expression analsysis in P493-6 cells","1269.0",1336,1292,"Yes","Yes",NA,0,NA,6,NA,"2.0","Yes","Cell lysate",NA,NA,NA,NA,NA,NA,"Yes","Mann-Whitney","Yes","Code shared by authors after Registered Report published","Transcriptional amplification in tumor cells with elevated c-Myc",2012,"Cell",8,"https://osf.io/mokeb/","2014-02-21",25000,48317.5,49877.5,50877.5,41836,41987,"https://elifesciences.org/articles/04024",41987,42834,"Yes",NA,42926,43055,"https://elifesciences.org/articles/30274","Yes","Yes","Yes",2,"Core13,Core19","A statement in the acknowledgment section was identified as a COI statement.",TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,FALSE,TRUE,FALSE,TRUE,"p48e2o6",2,"p48e2",0.1690928,"Cohen's dz",0.08194452,0.2560784,0.1579154,0.07545902,0.2402354,0.04442228,0.0420355632296652,0.0019733389603984,0.00176698857603518,0.1690928,0.08194452,0.2560784,0.1579154,0.07545902,0.2402354,0.0444227244412514,0.0420355632296652,0.00197337844678336,0.00176698857603518,8.13399999999853e-05,FALSE
"314",314,314,49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1H,1E","Yes","No","No","No",2,0,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,flow cytometry","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Sequential application of anticancer drugs enhances cell death by rewiring apoptotic signaling networks",2012,"Cell",7,"https://osf.io/i25y8/","2014-10-28",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"A statement in the acknowledgment section was identified as a COI statement.",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p49e1oNA",1,"p49e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,315,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6D,6F","Yes","No","No","No",2,0,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,flow cytometry","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Sequential application of anticancer drugs enhances cell death by rewiring apoptotic signaling networks",2012,"Cell",7,"https://osf.io/i25y8/","2014-10-28",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"A statement in the acknowledgment section was identified as a COI statement.",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p49e2oNA",1,"p49e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",316,316,49,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7C","Yes","No","No","No",4,0,0,0,NA,NA,NA,"Animal","cell culture,animal care,animal injection (cells, drug, SC, IP)","cell,animal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"Sequential application of anticancer drugs enhances cell death by rewiring apoptotic signaling networks",2012,"Cell",7,"https://osf.io/i25y8/","2014-10-28",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"A statement in the acknowledgment section was identified as a COI statement.",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,TRUE,FALSE,"p49e3oNA",1,"p49e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",317,317,50,1,1,1,"Change in F. nucleatum DNA in colorectal carcinoma vs adjacent normal tissue","Positive","Positive",99,40,"Yes","paired t test","paired t test","t",4.999382,NA,98,2.52e-06,"Wilcoxon signed-rank test","z",2.137166,NA,NA,0.03207874,"No",NA,NA,NA,NA,NA,NA,"r",0.4507904,0.1020621,0.2781297,0.5952318,0.2389425,0.164399,-0.07840262,0.5123185,0.3955458,0.2434207,0.5286776,1.4019e-06,"Positive","paired t test","t",4.999382,NA,98,2.52e-06,"paired t test","t",2.671276,NA,39,0.01096665,NA,NA,NA,NA,NA,"Cohen's dz",0.5024568,0.1066587,0.2921781,0.7104506,0.426857,0.1651593,0.1003903,0.7483153,0.4802072,0.3045961,0.6558183,8.34497e-08,NA,"2.0","Yes","Yes","Yes","Yes",1,0,0,0,NA,NA,NA,"Patient Samples","genomic DNA extraction,qPCR","molecular",2,"CRO23,CRO24","1.0","Relative abundance of F. nucleatum by qPCR in colorectal carcinoma versus adjacent normal biopsies","99.0",40,40,"Yes","Yes",NA,3,"Increased amount of total RNA for PCR assay; Re-purified genomic DNA; Sequenced PCR products",5,NA,"1,2","Yes","Genomic DNA",NA,NA,NA,NA,NA,NA,"Yes","paired t test","Yes",NA,"Fusobacterium nucleatum infection is prevalent in human colorectal carcinoma",2012,"Genome Research",11,"https://osf.io/v4se2/","2015-01-21",25000,33650,55750,57200,42198,42338,"https://elifesciences.org/articles/10012",42359,42740,"Yes",NA,42774,43126,"https://elifesciences.org/articles/25801","Yes","No","Yes",2,"CRO23,CRO24",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,TRUE,"p50e1o1",1,"p50e1",0.5024568,"Cohen's dz",0.2921781,0.7104506,0.426857,0.1003903,0.7483153,0.1066587,0.165290027038953,0.01137607828569,0.0273207930385379,0.5024568,0.2921781,0.7104506,0.426857,0.1003903,0.7483153,0.106704129080759,0.165290027038953,0.0113857711628832,0.0273207930385379,0.00114245000000002,FALSE
"318",318,318,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3A,3B,3C","Yes","No","No","No",4,0,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,mitotic shake-off assay,immunofluorescence,microscopy (confocal)","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"DNA breaks and chromosome pulverization from errors in mitosis",2012,"Nature",10,"https://osf.io/47xy6/","2014-11-17",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"replaced Study 38",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p51e1oNA",1,"p51e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",319,319,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3D,3E","Yes","No","No","No",3,0,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,mitotic shake-off assay,immunofluorescence,microscopy (confocal)","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"DNA breaks and chromosome pulverization from errors in mitosis",2012,"Nature",10,"https://osf.io/47xy6/","2014-11-17",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"replaced Study 38",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p51e2oNA",1,"p51e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",320,320,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5A,5D,5I,S11B,S11C,S11E","Yes","No","No","No",3,0,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,mitotic shake-off assay,immunofluorescence,microscopy (confocal),spectral karyotyping","cell,immuno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"DNA breaks and chromosome pulverization from errors in mitosis",2012,"Nature",10,"https://osf.io/47xy6/","2014-11-17",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"replaced Study 38",NA,NA,"c. No changes needed",0,0,1,"c. Not requested",0,0,1,FALSE,FALSE,FALSE,FALSE,"p51e3oNA",1,"p51e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,321,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2C,2D,S1","Yes","No","No","No",3,5,1,0,"Cells,Plasmids","Cells,Plasmids",NA,"Cell-based","viral transduction,cell culture,RNA extraction,qRT-PCR,migration assay (transwell)","cell,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"A microRNA regulon that mediates endothelial recruitment and metastasis by cancer cells",2012,"Nature",4,"https://osf.io/tkzme/","2014-10-22",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"replaced Study 36",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,FALSE,FALSE,"p52e1oNA",1,"p52e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",322,322,52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2I,2J","Yes","No","No","No",3,5,1,0,"Cells,Plasmids","Cells,Plasmids",NA,"Cell-based","viral transduction,cell culture,transfection (plasmid),luciferase assay","cell,molecular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes",NA,"A microRNA regulon that mediates endothelial recruitment and metastasis by cancer cells",2012,"Nature",4,"https://osf.io/tkzme/","2014-10-22",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,"replaced Study 36",NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,FALSE,FALSE,"p52e2oNA",1,"p52e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
